"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"172728","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】告警通道支持针对具体告警通道进行开/关(#9877)","【GATE】告警通道支持针对具体告警通道进行开/关(#15047)","验证告警规则配置多个告警方式，其中有一个告警通道维护模式是关闭","无","1. 进入告警通道页面
2. 操作关闭${customize2}告警通道维护模式
3. 进入离线开发，配置${customize1}告警，${customize2}告警，触发告警规则","1. 页面访问成功
2. 关闭成功
3. 告警记录新增一条记录，${customize2}没有接收到告警信息，${customize1}接受到告警信息","1. 
2. 
3. http://zenpms.dtstack.cn/zentao/bug-view-143362.html","","1","功能测试","功能测试阶段","正常","0","2","3","失败","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172727","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】告警通道支持针对具体告警通道进行开/关(#9877)","【GATE】告警通道支持针对具体告警通道进行开/关(#15047)","验证全局维护模式的优先级的功能","无","1. 进入告警通道页面
2. 维护模式全部关闭，操作开启全局维护模式
3. 进入离线开发，配置${customize}告警规则，触发告警规则","1. 页面访问成功
2. 开启成功
3. 告警记录新增一条记录，${customize}没有接收到告警信息","1. 
2. 
3. http://zenpms.dtstack.cn/zentao/bug-view-143362.html","","2","功能测试","功能测试阶段","正常","0","1","3","失败","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172726","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】告警通道支持针对具体告警通道进行开/关(#9877)","【GATE】告警通道支持针对具体告警通道进行开/关(#15047)","验证 单独开启${customize}告警通道维护模式发送告警的功能","无","1. 进入告警通道页面
2. 操作 开启${customize}告警通道维护模式
3. 进入离线开发，配置${customize}告警，发送${customize}告警","1. 页面访问成功
2. 开启成功
3. 告警记录新增一条记录，${customize}没有接收到告警信息","1. 
2. 
3. http://zenpms.dtstack.cn/zentao/bug-view-143362.html","","2","功能测试","功能测试阶段","正常","0","1","3","失败","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172725","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】告警通道支持针对具体告警通道进行开/关(#9877)","【GATE】告警通道支持针对具体告警通道进行开/关(#15047)","验证维护模式icon提示","无","1. 进入告警通道页面
2. 鼠标移入维护模式icon","1. 页面访问成功
2. 提示：维护模式开启期间，信息将正常记录但不会通过告警通道发送。
维护模式关闭期间，产生的告警信息将通过告警通道正常发送；","1. 
2. http://zenpms.dtstack.cn/zentao/bug-view-143357.html","","3","功能测试","功能测试阶段","正常","0","1","2","失败","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172724","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】告警通道支持针对具体告警通道进行开/关(#9877)","【GATE】告警通道支持针对具体告警通道进行开/关(#15047)","验证告警通道界面初始化","无","1. 进入告警通道页面
2. 查看界面初始化","1. 页面访问成功
2. 维护模式更改为全局维护
列表新增 维护模式
内容列  新增维护模式开/关，默认全部关闭","1. 
2.","","1","功能测试","功能测试阶段","正常","0","2","2","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172723","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】租户管理支持从其他租户直接复制引入用户组(#9876)","【GATE】租户管理支持从其他租户直接复制引入用户组(#14924)","验证个人信息-租户信息同步功能","无","1. 选择租户A，进入用户管理页面
2. 操作新增用户组，选择跨租户引入，选择租户B，选择选择用户组B，用户成员冲突策略：不转移，设置默认用户组，输入用户组名称，选择产品权限，点击确定
3. 进入用户管理页面
4. 点击用户名称
5. 查看租户信息","1. 页面访问成功
2. 新增成功
3. 页面访问成功
4. 进入用户详情页面
5. 租户信息同步正确","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","2","5","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172722","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】租户管理支持从其他租户直接复制引入用户组(#9876)","【GATE】租户管理支持从其他租户直接复制引入用户组(#14924)","验证针对用户组详情中用户的操作功能","无","1. 进入租户管理页面
2. 初始化构建测试时间，新增用户组
3. 操作编辑权限
4. 操作重置密码
5. 操作续期
6. 操作移除","1. 页面访问成功
2. 
3. 编辑成功
4. 修改成功
5. 续期成功
6. 移除成功","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","1","6","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172721","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】租户管理支持从其他租户直接复制引入用户组(#9876)","【GATE】租户管理支持从其他租户直接复制引入用户组(#14924)","验证用户组编辑的功能","无","1. 进入租户管理页面
2. 初始化构建测试数据，新增多个用户组
3. 操作编辑
4. 修改用户组名称，新增选择用户，操作确定","1. 页面访问成功
2. 
3. 弹出编辑用户组二次弹窗
4. 编辑成功","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172720","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】租户管理支持从其他租户直接复制引入用户组(#9876)","【GATE】租户管理支持从其他租户直接复制引入用户组(#14924)","验证用户组删除的功能","无","1. 进入用户管理页面
2. 初始化构建测试数据，新增多个用户组
3. 操作删除
4. 操作确认","1. 页面访问成功
2. 
3. 弹出确认删除该用户组？二次弹窗
4. 删除成功","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172719","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】租户管理支持从其他租户直接复制引入用户组(#9876)","【GATE】租户管理支持从其他租户直接复制引入用户组(#14924)","验证用户是租户管理员跨租户引入的功能","用户A在租户A是租户管理员，在租户B为普通用户","1. 选择租户A，进入用户管理页面
2. 操作新增用户组，选择租户引入，选择租户B","1. 页面访问成功
2. 下拉框无租户B","1. 
2.","","1","功能测试","功能测试阶段","正常","0","2","2","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172718","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】租户管理支持从其他租户直接复制引入用户组(#9876)","【GATE】租户管理支持从其他租户直接复制引入用户组(#14924)","验证用户成员冲突策略转移 的功能","1、初始化创建 租户A，其中租户A存在用户A、B、C，存在用户组A：用户 A、B   授予数栈权限

2、初始化创建 租户B ，其中租户B 存在用户A、B、C、D  存在用户组B：A、B、C、D

3、初始化创建 租户C，其中租户C 存在用户A、B、C、D 存在用户组C：用户C、D

4、初始化创建 租户D 租户D中无用户存在","1. 选择租户A，进入用户管理页面
2. 操作新增用户组，选择跨租户引入，选择租户B，选择选择用户组B，用户成员冲突策略：转移，设置默认用户组，输入用户组名称，选择产品权限，点击确定
3. 查看用户组A详情
4. 查看用户组B 详情","1. 页面访问成功
2. 新增成功
3. 展示为空
4. 展示用户A、B、C、D","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172717","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】租户管理支持从其他租户直接复制引入用户组(#9876)","【GATE】租户管理支持从其他租户直接复制引入用户组(#14924)","验证用户成员冲突策略不转移 的功能","1、初始化创建 租户A，其中租户A存在用户A、B、C，存在用户组A：用户 A、B   授予数栈权限

2、初始化创建 租户B ，其中租户B 存在用户A、B、C、D  存在用户组B：A、B、C、D

3、初始化创建 租户C，其中租户C 存在用户A、B、C、D 存在用户组C：用户C、D

4、初始化创建 租户D 租户D中无用户存在","1. 选择租户A，进入用户管理页面
2. 操作新增用户组，选择跨租户引入，选择租户B，选择选择用户组B，用户成员冲突策略：不转移，设置默认用户组，输入用户组名称，选择产品权限，点击确定
3. 查看用户组A详情
4. 查看用户组B 详情","1. 页面访问成功
2. 新增成功
3. 展示用户A、B
4. 展示用户C、D","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
"172716","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.4_STD/【GATE】租户管理支持从其他租户直接复制引入用户组(#9876)","【GATE】租户管理支持从其他租户直接复制引入用户组(#14924)","验证用户组成员重复策略icon说明","无","1. 进入用户管理页面
2. 操作新增用户组，选择跨租户引入，鼠标移入用户组成员重复策略icon","1. 页面访问成功
2. icon提示：一个用户只允许加入一个用户组，若跨租户引入的用户组成员已在当前租户的用户组下，可选择是否将他们转移到当前新用户组下。","1. 
2.","","3","功能测试","功能测试阶段","正常","0","1","2","通过","乔晓阳","2025-12-23","乔晓阳","2025-12-30","1","",""
