"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"160326","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【多模态】minIo对象存储(#9283)","","验证minio accesskey ，secret key 输入异常情况","无","1. 进入控制台-存储组件-组件配置，新增MinIo类型存储对象存储
2. accesskey， secret key 输入错误的，点击保存，点击测试联通性
3. accesskey ,secret key 输入空值，点击保存","1. 新增成功
2. 保存成功，测试联通性失败
3. 保存失败，密码不能为空","1. 
2. 
3.","","3","功能测试","功能测试阶段","正常","0","0","3","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160325","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【多模态】minIo对象存储(#9283)","","验证不同格式MinIo","无","1. 进入控制台-存储组件-组件配置，新增MinIo类型存储对象存储
2. 配置http格式的minio endpoint，输入accesskey ，secret key，点击保存
3. 点击测试联通性
4. 配置 host：port 输入accesskey ，secret key，点击保存
5. 点击测试联通性","1. 新增成功
2. 保存成功
3. 联通性通过
4. 保存成功
5. 联通性通过","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","0","5","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160324","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【多模态】minIo对象存储(#9283)","","验证存储组件新增MinIo类型存储对象","无","1. 进入控制台-存储组件-组件配置
2. 查看minio配置信息内容","1. 新增MinIo类型存储对象存储
2. 第一行： Endpoint  必填项
第二行：Access key 必填项
第三行： secret key 必填项
第四行： region
第五行：path style access","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160323","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【ai】公共组件灵瞳对接帮助文档(#9282)","","验证 ai 问答与帮助问答无关问题","无","1. 对话问答：今天天气如何
2. 对话问答：今天星期几","1. ai预计返回：抱歉！知识库中提供的内容不足以回答此问题。
2. ai预计返回：抱歉！知识库中提供的内容不足以回答此问题。如果您有具体的问题，请提供详细信息，我将尽力帮助您。","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160322","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【ai】公共组件灵瞳对接帮助文档(#9282)","","验证ai 支持uic帮助文档","无","1. 对话问答：uic的架构是什么
2. 对话问答：uic中有哪些用户对接认证
3. 对话问答：数栈的账号信息怎么弄","1. 预计返回：uic-系统架构内容
2. 预计返回：uic-用户对接
3. 预计返回：uic-账号信息","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","0","3","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160321","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【ai】公共组件灵瞳对接帮助文档(#9282)","","验证ai支持控制台帮助文档","无","1. 对话问答：介绍一下控制台这个产品
2. 对话问答：我想看一下2022年控制台的更新日志
3. 对话问答：如何快速入手控制台
4. 对话问答：如何配置集群
5. 对话问答：全局参数配置是什么","1. 预计返回：控制台-产品简介
2. 预计返回：控制台-更新日志-2022年 全部更新日志
3. 预计返回：控制台-快速入门 内容信息
4. 预计返回：控制台-集群配置 内容
5. 预计返回：控制台-全局参数配置 内容","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","0","5","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160320","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【ai】公共组件灵瞳对接帮助文档(#9282)","","验证ai 支持业务中心帮助文档","无","1. 对话问答：我想看一下数栈如何配置数据源信息
2. 对话问答：我知道如何配置告警通道
3. 对话问答：我需要知道告警配置如何配置
4. 对话问答：描述一下水印是做什么的
5. 对话问答：描述一下通用配置有哪些
6. 对话问答：介绍一下业务中心这个产品","1. 预计返回：业务中心-新增数据源内容信息
2. ai预计返回：业务中心-告警通道内容信息
3. ai预计返回：业务中心-告警配置内容
4. ai预计返回：业务中心-水印管理-概述
5. ai预计返回：业务中心- 通用配置 内容
6. ai预计返回：业务中心-产品简介","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","0","6","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160319","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【岚图】控制台新增spark3.5计算组件(#9281)","","验证控制台删除spark3.5版本计算组件","无","1. 进入控制台-计算组件
2. 选择spark3.5计算组件，点击删除计算组件按钮","1. 页面访问成功
2. 组件删除成功","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160318","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【岚图】控制台新增spark3.5计算组件(#9281)","","验证控制添加spark3.5版本计算组件","控制台历史配置了spark2.4版本的计算组件","1. 进入控制台-计算组件
2. 查看添加版本下拉框","1. 页面访问成功
2. 新增spark3.5版本","1. 
2.","","3","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-09-03","","0000-00-00","1","",""
"160317","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.1_STD/【岚图】控制台新增spark3.5计算组件(#9281)","","验证spark3.5上传参数的功能","控制台没有配置spark3.5计算组件","1. 进入控制台-计算组件
2. 选择spark3.5计算组件，选择参数批量上传，点击上传文件","1. 页面访问成功
2. 文件上传成功，配置信息内容展示正确","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-09-03","","0000-00-00","1","",""
