"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"154264","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","验证S3小文件治理页面适配国际版","无","1. 进入资产-数据治理-小文件治理-文件治理记录页面
2. 切换英文版","1. 进入成功
2. 页面切换英文版成功","1. 
2.","","3","功能测试","功能测试阶段","正常","0","1","2","通过","旺仔","2025-06-23","","0000-00-00","1","",""
"154263","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","验证S3控制台URL变更后，历史已配置任务逻辑正确","已存在周期治理任务A,选择目录为/path/path1
S3控制台URL为/path","1. 控制台S3 URL变更为 /test,且/test目录下没有path1目录，运行任务
2. 控制台S3 URL变更为 /test,但/test目录下有path1目录，运行任务","1. 运行报错
2. 运行成功，合并正确","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","旺仔","2025-06-23","","0000-00-00","1","",""
"154262","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","验证S3底层目录删除-目录回显及任务状态正常","已存在周期治理任务A
配置路径为 /path/path1/path2","1. S3底层删除目录path2
2. 查看任务A的目录回显
3. 查看新增任务选择目录实时更新
4. 查看任务A运行结果","1. 删除成功
2. 回显展示正确
3. 不展示path2
4. 运行结果不影响","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","旺仔","2025-06-23","","0000-00-00","1","",""
"154261","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","【回归】验证历史hdfs小文件治理-立即治理功能正常","无","1. 1）PARQUET格式表P生成10个小文件，且表存储大小为5M，并重新将表同步至数据地图；2）配置治理规则并保存：- 圈定该表对应数据源- 文件数量>=10，占用存储<=10M（该值大于表P存储大小即可）- 治理模式：remote3）等待下一个周期小文件治理任务运行完成；4）查看【文件治理记录】
2. 查看yarn
3. 进入HDFS服务器查看表P的分区路径下的文件数量
4. 在底层通过SQL查询表P数据
5. 查看spark.small.file.merge.result.location配置路径下合并结果文件","1. 文件治理记录，显示当前任务运行情况，且任务运行状态流转正确
2. 治理任务提交至yarn并运行成功
3. 表P小文件合并成功并以merged-开头，表P分区路径下数据文件数量减少；
4. 表P数据完整并正确
5. 文件记录合并结果正确","1. 
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","1","5","通过","旺仔","2025-06-23","旺仔","2025-07-01","1","",""
"154260","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","【回归】验证历史hdfs小文件治理-周期治理功能正常","无","1. 1）进入[周期治理]TAB页；2）点击【新建治理规则】；3）查看新增治理规则页面
2. 选择“local”模式，保存治理规则
3. 选择“remote”模式，保存治理规则
4. 1）PARQUET格式表P生成10个小文件，且表存储大小为5M，并重新将表同步至数据地图；2）配置治理规则并保存：- 圈定该表对应数据源- 文件数量>=10，占用存储<=10M（该值大于表P存储大小即可）- 治理模式：local3）等待下一个周期小文件治理任务运行完成；4）查看【文件治理记录】
5. 进入HDFS服务器查看表P的分区路径下的文件数量
6. 在底层通过SQL查询表P数据","1. 1）增加“治理模式”选项；2）下拉项为“local”，“remote”
2. 治理规则保存成功
3. 治理规则保存成功
4. 文件治理记录，显示当前任务运行情况，且任务运行状态流转正确
5. 表P小文件合并成功并以merged-开头，表P分区路径下数据文件数量减少；
6. 表P数据完整并正确","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","2","6","通过","旺仔","2025-06-23","","0000-00-00","1","",""
"154259","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","验证S3-治理规则-治理状态-逻辑正确","无","1. 进入资产-数据治理-小文件治理-文件治理记录页面
2. 如果治理规则已治理成功，查看目录治理详情-状态列
3. 如果治理规则已治理失败，查看目录治理详情-状态列
4. 如果治理规则正在治理，查看目录治理详情-状态列
5. 如果治理规则等待治理，查看目录治理详情-状态列","1. 进入成功
2. 展示为成功
3. 展示为失败
4. 展示为正在治理
5. 展示为等待治理","1. 
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","1","5","通过","旺仔","2025-06-23","","0000-00-00","1","",""
"154258","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","验证S3【文件治理记录】-【排序】-功能正确","无","1. 进入资产-数据治理-小文件治理-文件治理记录页面
2. 计划时间倒序/正序排序
3. 开始时间倒序/正序排序
4. 结束时间倒序/正序排序","1. 进入成功
2. 排序正确
3. 排序正确
4. 排序正确","1. 
2. 
3. 
4.","","3","功能测试","功能测试阶段","正常","0","1","4","通过","旺仔","2025-06-23","","0000-00-00","1","",""
"154257","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","验证S3【文件治理记录】-【治理方式】-筛选功能正确","无","1. 进入资产-数据治理-小文件治理-文件治理记录页面
2. 治理方式选择一次性治理，筛选
3. 治理方式选择周期治理，筛选
4. 不勾选","1. 进入成功
2. 成功匹配出所有一次性治理的规则记录
3. 成功匹配出所有周期治理的规则记录
4. 匹配出所有记录","1. 
2. 
3. 
4.","","3","功能测试","功能测试阶段","正常","0","1","4","通过","旺仔","2025-06-23","","0000-00-00","1","",""
"154256","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","验证S3【文件治理记录】-【文件格式】-筛选功能正确","无","1. 进入资产-数据治理-小文件治理-文件治理记录页面
2. 文件格式选择ORC，筛选
3. 文件格式选择parquet，筛选
4. 不勾选","1. 进入成功
2. 成功匹配出所有ORC记录
3. 成功匹配出所有parquet记录
4. 匹配出所有记录","1. 
2. 
3. 
4.","","3","功能测试","功能测试阶段","正常","0","1","4","通过","旺仔","2025-06-23","","0000-00-00","1","",""
"154255","数据资产_STD(#23)","/版本迭代测试用例/v6.3.5/s3小文件治理(#9059)","【数据治理】小文件治理支持S3小文件治理(#14276)","验证S3【文件治理记录】-【目录详情】-页面功能正确","<br />","1. 进入资产-数据治理-小文件治理-文件治理记录页面
2. 点击目录名称
3. 目录详情弹窗check
4. 目录名称check
5. 治理前存储check
6. 治理后存储check
7. 状态
8. 治理前文件数check
9. 治理后文件数check","1. 进入成功
2. 弹目录详情弹窗
3. 展示目录名称，治理前存储，治理后存储，状态，治理前文件数，治理后文件数
4. 正确展示所有子目录的名称
5. 数值正确
6. 数值正确
7. 展示对应实例的状态
8. 数值正确
9. 数值正确","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.","","1","功能测试","功能测试阶段","正常","0","3","9","通过","旺仔","2025-06-23","fusheng","2025-06-24","1","",""
