"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"141482","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","【离线表】页面-校验查看引入到数据模型下的表详情功能","c_chnl_df为从数据地图引入的表","1. 1）进入【数据模型】-【建表】-【离线表】页面
2）点击c_chnl_df表名","1. 页面跳转到【元数据】-【数据地图】-【表详情】页面","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2024-12-27","旺仔","2024-12-27","1","",""
"141481","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","【离线表】页面-校验修改数仓层级的模型元素后，与其匹配并引入到数据模型下的表依然可正常使用","c_chnl_df为从数据地图引入的表，c的模型元素为：主题域，更新方式","1. 1）进入【数据模型】-【规范设计】页面
2）点击数仓层级c“操作”列下的的规范设计
2）删除c的模型元素：更新方式","1. 1）【数据模型】-【建表】-【离线表】页面下的c_chnl_df表仍存在
2）仍然可对【数据模型】-【建表】-【离线表】页面下的c_chnl_df表进行管理","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2024-12-27","bingbing","2024-12-27","2","",""
"141480","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","【离线表】页面-校验删除数仓层级后，与其匹配并引入数据模型下的表被成功删除","c_chnl_df为从数据地图引入的表","1. 1）进入【数据模型】-【规范设计】页面
2）删除数仓层级c","1. 1）【数据模型】-【建表】-【离线表】页面下的c_chnl_df表被删除
2）数据地图中的c_chnl_df表仍存在","1.","","1","功能测试","功能测试阶段","正常","0","2","1","通过","bingbing","2024-12-27","bingbing","2024-12-27","2","",""
"141457","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","【离线表】页面-验证多表删除功能","进入【数据模型】-【建表】-【离线表】页面，页面下有引入表c，新建表d，其中表c是第一张表，表c和表d的数据库为100_c","1. 1）选中c表和d表/选中表名/全选
2）删除方式选择：删除原数据表
3）表名输入框输入c
2. 1）选中c表和d表/选中表名/全选
2）删除方式选择：删除源表
3）表名输入框输入c
4）表数量输入1
3. 1）选中c表和d表/选中表名/全选
2）删除方式选择：删除源表
3）表名输入框输入c
4）表数量输入1
4. 1）选中c表和d表/选中表名/全选
2）删除方式选择：删除源表
3）表名输入框输入e","1. 1）【数据模型】-【建表】-【离线表】页面下不显示表c，表d
2）数据库100_c中有表c和表d
2. 弹窗提示：输入的表数量不一致
3. 1）【数据模型】-【建表】-【离线表】页面下不显示表c，表d
2）数据库100_c中没有表c和表d
4. 弹窗提示：输入的表名不一致","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","2","4","通过","bingbing","2024-12-26","bingbing","2024-12-26","2","",""
"141456","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","验证引入表匹配-模型元素更新方式（固定项）不匹配","<span style=“font-size:14px;background-color:#FFFFFF;“>引入表的表名为c_cust_xrb；<br />规范设计的数仓层级有c，d的模型元素顺序为：业务系统，更新方式（固定项）。<br /><span style=“font-size:14px;background-color:#FFFFFF;“><span style=“font-size:14px;background-color:#FFFFFF;“>规范设计的业务系统中有cust，</span>更新方式（固定项）中没有xrb</span></span>","1. 1）进入【数据模型】-【建表】-【离线表】-【引入表】
2）数据源选择hive2.x/hive3.x
3）选择数据库100_c
4）选择数据表c_cust_xrb
5）点击【下一步】进入弹窗页面
6）查看“备注“字段","1. “备注“字段显示：模型元素更新方式（固定项）不匹配","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2024-12-26","旺仔","2024-12-27","1","",""
"141455","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","【离线表】-【引入表】页面-校验不同数据源下，相同数据库下，选择不同数据表引入功能","hive2.x数据源下的数据库B中的表a已经引入到数据模型列表","1. 1）进入【数据模型】-【建表】-【离线表】-【引入表】页面
2）数据源选择hive3.x
3）选择数据库B
4）选择数据表b","1. 数据表a可以勾选","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2024-12-26","","0000-00-00","1","",""
"141454","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","【离线表】-【引入表】页面-校验不同数据源下，相同数据库下，选择重复数据表引入功能","hive2.x数据源下的数据库B中的表a已经引入到数据模型列表","1. 1）进入【数据模型】-【建表】-【离线表】-【引入表】页面
2）数据源选择hive3.x
3）选择数据库B
4）选择数据表a","1. 数据表a可以勾选","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2024-12-26","","0000-00-00","1","",""
"141453","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","【离线表】-【引入表】页面-校验不同数据源下，不同数据库下，选择重复数据表引入功能","hive2.x数据源下的数据库B中的表a已经引入到数据模型列表","1. 1）进入【数据模型】-【建表】-【离线表】-【引入表】页面
2）数据源选择hive3.x
3）选择数据库D
4）选择数据表a","1. 数据表a可以勾选","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2024-12-26","","0000-00-00","1","",""
"141452","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","校验访客角色是否有引入表权限","<span style=“font-size:14px;background-color:#FFFFFF;“>用户fangke拥有访客权限</span>","1. 1）进入【数据模型】-【建表】-【离线表】
2）点击【引入表】按钮","1. 【引入表】按钮置灰，不可点击","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2024-12-26","bingbing","2024-12-27","1","",""
"141451","数据资产_STD(#23)","/版本迭代测试用例/v6.3.0/【数据模型】支持引入表(#8383)","","校验数据开发角色是否有引入表权限","<span style=“font-size:14px;background-color:#FFFFFF;“>用户kaifa拥有数据开发和访客权限</span>","1. 1）进入【数据模型】-【建表】-【离线表】
2）点击【引入表】按钮","1. 弹出引入表弹窗","1.","","3","功能测试","功能测试阶段","正常","0","3","1","通过","bingbing","2024-12-26","bingbing","2024-12-27","1","",""
